name,owner,stargazerCount,created_at,time_since_created_at_in_seconds,pull_requests_accepted,releases_count,last_updated,current_date,time_since_last_update_in_seconds,primary_language,primary_language_mapping,total_issues,closed_issues,closed_issues_ratio
hackingtool,Z4nzu,47633,2020-04-11T09:21:31Z,138637196.836757,55,0,2024-09-01T23:38:09Z,2024-09-01 23:41:27.836757+00:00,198.836757,Python,1.0,355,297,0.8366197183098592
hacker-scripts,NARKOZ,47458,2015-11-21T19:05:09Z,277101378.836757,63,0,2024-09-01T21:33:02Z,2024-09-01 23:41:27.836757+00:00,7705.836757,JavaScript,2.0,83,49,0.5903614457831325
Prompt-Engineering-Guide,dair-ai,47376,2022-12-16T16:04:50Z,54027397.836757,302,0,2024-09-01T23:22:17Z,2024-09-01 23:41:27.836757+00:00,1150.836757,MDX,24.0,168,65,0.3869047619047619
ripgrep,BurntSushi,47319,2016-03-11T02:02:33Z,267572334.836757,507,71,2024-09-01T23:14:12Z,2024-09-01 23:41:27.836757+00:00,1635.836757,Rust,13.0,1610,1509,0.9372670807453416
github-cheat-sheet,tiimgreen,47300,2014-04-12T16:38:42Z,327913365.836757,129,0,2024-09-01T23:13:05Z,2024-09-01 23:41:27.836757+00:00,1702.836757,,,69,47,0.6811594202898551
etcd,etcd-io,47207,2013-07-06T21:57:21Z,352086246.836757,8762,237,2024-09-01T22:49:18Z,2024-09-01 23:41:27.836757+00:00,3129.836757,Go,8.0,6655,6383,0.9591284748309542
go-ethereum,ethereum,47051,2013-12-26T13:05:46Z,337170941.836757,7442,199,2024-09-01T21:15:14Z,2024-09-01 23:41:27.836757+00:00,8773.836757,Go,8.0,8073,7845,0.9717577108881457
awesome-ios,vsouza,46834,2014-07-10T16:03:45Z,320225862.836757,2223,0,2024-09-01T23:05:42Z,2024-09-01 23:41:27.836757+00:00,2145.836757,Swift,29.0,478,477,0.997907949790795
Magisk,topjohnwu,46829,2016-09-08T12:42:53Z,251895514.836757,1463,135,2024-09-01T22:57:38Z,2024-09-01 23:41:27.836757+00:00,2629.836757,C++,3.0,5764,5740,0.9958362248438585
Ghost,TryGhost,46699,2013-05-04T11:09:13Z,357568334.836757,11211,799,2024-09-01T21:52:53Z,2024-09-01 23:41:27.836757+00:00,6514.836757,JavaScript,2.0,6891,6864,0.9960818458859382
mastodon,mastodon,46650,2016-02-22T15:01:25Z,269080802.836757,15257,250,2024-09-01T21:28:56Z,2024-09-01 23:41:27.836757+00:00,7951.836757,Ruby,26.0,11193,7354,0.6570177789689985
cypress,cypress-io,46621,2015-03-04T00:46:28Z,299804099.836757,6231,347,2024-09-01T21:30:35Z,2024-09-01 23:41:27.836757+00:00,7852.836757,JavaScript,2.0,14356,12952,0.9022011702424073
dayjs,iamkun,46572,2018-04-10T09:26:44Z,201881683.836757,696,119,2024-09-01T21:33:04Z,2024-09-01 23:41:27.836757+00:00,7703.836757,JavaScript,2.0,1638,824,0.503052503052503
algorithm-visualizer,algorithm-visualizer,46543,2016-05-15T00:27:45Z,261962022.836757,183,0,2024-09-01T21:18:39Z,2024-09-01 23:41:27.836757+00:00,8568.836757,JavaScript,2.0,112,75,0.6696428571428571
segment-anything,facebookresearch,46441,2023-03-23T17:03:03Z,45643104.836757,16,0,2024-09-01T21:27:05Z,2024-09-01 23:41:27.836757+00:00,8062.836757,Jupyter Notebook,15.0,658,167,0.25379939209726443
core,vuejs,46440,2018-06-12T13:49:36Z,196422711.836757,2714,224,2024-09-01T21:27:05Z,2024-09-01 23:41:27.836757+00:00,8062.836757,TypeScript,0.0,5153,4508,0.8748301960023287
minio,minio,46434,2015-01-14T19:23:58Z,303970649.836757,9592,496,2024-09-01T23:43:30Z,2024-09-01 23:41:27.836757+00:00,-122.163243,Go,8.0,7392,7371,0.9971590909090909
serverless,serverless,46353,2015-04-21T03:48:40Z,295645967.836757,4663,400,2024-09-01T09:41:54Z,2024-09-01 23:41:27.836757+00:00,50373.836757,JavaScript,2.0,6297,5166,0.8203906622201048
nocodb,nocodb,46251,2017-10-29T18:51:48Z,215930979.836757,3734,148,2024-09-01T23:37:41Z,2024-09-01 23:41:27.836757+00:00,226.836757,TypeScript,0.0,3420,2824,0.8257309941520468
marktext,marktext,46237,2017-11-12T16:05:25Z,214731362.836757,939,36,2024-09-01T21:17:51Z,2024-09-01 23:41:27.836757+00:00,8616.836757,JavaScript,2.0,2772,1621,0.5847763347763347
meilisearch,meilisearch,46222,2018-04-23T11:45:28Z,200750159.836757,1736,208,2024-09-01T21:47:31Z,2024-09-01 23:41:27.836757+00:00,6836.836757,Rust,13.0,1946,1785,0.9172661870503597
trackerslist,ngosang,46202,2016-04-24T11:57:57Z,263735010.836757,1,0,2024-09-01T22:11:15Z,2024-09-01 23:41:27.836757+00:00,5412.836757,,,440,429,0.975
professional-programming,charlax,46178,2015-11-07T05:07:52Z,278361215.836757,36,0,2024-09-01T16:47:12Z,2024-09-01 23:41:27.836757+00:00,24855.836757,Python,1.0,28,24,0.8571428571428571
big-list-of-naughty-strings,minimaxir,46110,2015-08-08T20:57:20Z,286166647.836757,90,0,2024-09-01T16:58:54Z,2024-09-01 23:41:27.836757+00:00,24153.836757,Python,1.0,99,32,0.32323232323232326
zed,zed-industries,46103,2021-02-20T03:01:06Z,111444021.836757,7395,574,2024-09-01T22:57:11Z,2024-09-01 23:41:27.836757+00:00,2656.836757,Rust,13.0,7783,4980,0.6398560966208403
zustand,pmndrs,45915,2019-04-09T09:10:06Z,170433081.836757,648,86,2024-09-01T20:53:30Z,2024-09-01 23:41:27.836757+00:00,10077.836757,TypeScript,0.0,668,665,0.9955089820359282
rclone,rclone,45872,2014-03-16T16:19:57Z,330247290.836757,1896,103,2024-09-01T23:29:07Z,2024-09-01 23:41:27.836757+00:00,740.836757,Go,8.0,5417,4489,0.8286874653867454
okhttp,square,45673,2012-07-23T13:42:55Z,382183112.836757,3442,0,2024-09-01T19:54:37Z,2024-09-01 23:41:27.836757+00:00,13610.836757,Kotlin,27.0,4055,3918,0.9662145499383478
uBlock,gorhill,45660,2015-04-01T17:51:11Z,297323416.836757,240,269,2024-09-01T22:04:29Z,2024-09-01 23:41:27.836757+00:00,5818.836757,JavaScript,2.0,3445,3433,0.9965166908563134
awesome-rust,rust-unofficial,45599,2014-07-17T10:45:10Z,319640177.836757,1393,0,2024-09-01T22:12:49Z,2024-09-01 23:41:27.836757+00:00,5318.836757,Rust,13.0,134,123,0.917910447761194
learn-regex,ziishaned,45502,2017-07-22T12:21:03Z,224508024.836757,124,0,2024-09-01T17:59:21Z,2024-09-01 23:41:27.836757+00:00,20526.836757,,,86,35,0.4069767441860465
julia,JuliaLang,45357,2011-04-21T07:01:50Z,421864777.836757,23967,163,2024-09-01T21:33:03Z,2024-09-01 23:41:27.836757+00:00,7704.836757,Julia,30.0,25152,21086,0.8383428753180662
powerlevel10k,romkatv,45328,2019-02-24T19:09:45Z,174198702.836757,158,33,2024-09-01T19:39:26Z,2024-09-01 23:41:27.836757+00:00,14521.836757,Shell,5.0,2474,2420,0.9781729991915926
awesome-wechat-weapp,justjavac,45326,2016-09-22T20:04:48Z,250659399.836757,275,0,2024-09-01T15:29:43Z,2024-09-01 23:41:27.836757+00:00,29504.836757,,,0,0,
dive,wagoodman,45318,2018-05-13T15:44:01Z,199007846.836757,141,26,2024-09-01T23:40:58Z,2024-09-01 23:41:27.836757+00:00,29.836757,Go,8.0,331,165,0.4984894259818731
astro,withastro,45282,2021-03-15T17:19:47Z,109405300.836757,6198,1000,2024-09-01T20:10:19Z,2024-09-01 23:41:27.836757+00:00,12668.836757,TypeScript,0.0,4549,4428,0.9734007474170148
v2ray-core,v2ray,45218,2015-09-04T11:42:53Z,283867114.836757,203,247,2024-09-01T21:42:19Z,2024-09-01 23:41:27.836757+00:00,7148.836757,Go,8.0,2572,2560,0.995334370139969
joplin,laurent22,44923,2017-01-16T21:49:41Z,240630706.836757,3368,348,2024-09-01T22:36:52Z,2024-09-01 23:41:27.836757+00:00,3875.836757,TypeScript,0.0,6478,6082,0.9388700216116085
Projects,karan,44902,2013-07-04T13:37:27Z,352289040.836757,19,0,2024-09-01T20:29:16Z,2024-09-01 23:41:27.836757+00:00,11531.836757,,,72,33,0.4583333333333333
react,typescript-cheatsheets,44862,2018-06-02T04:08:16Z,197321591.836757,359,0,2024-09-01T23:12:46Z,2024-09-01 23:41:27.836757+00:00,1721.836757,JavaScript,2.0,204,201,0.9852941176470589
Motrix,agalwood,44786,2018-12-18T11:45:05Z,180100582.836757,181,21,2024-09-01T19:21:28Z,2024-09-01 23:41:27.836757+00:00,15599.836757,JavaScript,2.0,1293,577,0.4462490332559938
gogs,gogs,44746,2014-02-12T01:57:08Z,333063859.836757,1692,78,2024-09-01T22:33:07Z,2024-09-01 23:41:27.836757+00:00,4100.836757,Go,8.0,5089,4196,0.8245234820200432
n8n,n8n-io,44716,2019-06-22T09:24:21Z,164038626.836757,7069,211,2024-09-01T22:57:52Z,2024-09-01 23:41:27.836757+00:00,2615.836757,TypeScript,0.0,1728,1520,0.8796296296296297
weekly,ruanyf,44691,2018-10-13T12:36:07Z,185799920.836757,88,0,2024-09-01T23:20:58Z,2024-09-01 23:41:27.836757+00:00,1229.836757,,,4882,831,0.17021712412945514
FFmpeg,FFmpeg,44687,2011-04-14T14:12:38Z,422443729.836757,16,0,2024-09-01T21:42:56Z,2024-09-01 23:41:27.836757+00:00,7111.836757,C,4.0,0,0,
design-patterns-for-humans,kamranahmedse,44565,2017-02-16T21:24:39Z,237953808.836757,49,0,2024-09-01T23:24:42Z,2024-09-01 23:41:27.836757+00:00,1005.836757,,,51,47,0.9215686274509803
PowerShell,PowerShell,44508,2016-01-13T23:41:35Z,272505592.836757,6962,173,2024-09-01T22:49:46Z,2024-09-01 23:41:27.836757+00:00,3101.836757,C#,11.0,12341,11469,0.9293412203225022
100-Days-Of-ML-Code,Avik-Jain,44400,2018-07-05T09:11:43Z,194452184.836757,6,0,2024-09-01T21:52:57Z,2024-09-01 23:41:27.836757+00:00,6510.836757,,,0,0,
hiring-without-whiteboards,poteto,44332,2017-03-15T05:09:01Z,235679546.836757,1275,0,2024-09-01T23:22:24Z,2024-09-01 23:41:27.836757+00:00,1143.836757,JavaScript,2.0,0,0,
first-contributions,firstcontributions,44299,2016-09-20T14:35:09Z,250851978.836757,73582,0,2024-09-01T23:43:41Z,2024-09-01 23:41:27.836757+00:00,-133.163243,,,775,722,0.9316129032258065
fuels-ts,FuelLabs,44283,2021-09-03T18:11:03Z,94541424.836757,1534,129,2024-09-01T16:05:33Z,2024-09-01 23:41:27.836757+00:00,27354.836757,TypeScript,0.0,1186,1052,0.8870151770657673
fuels-rs,FuelLabs,44282,2021-10-31T22:33:54Z,89514453.836757,794,100,2024-09-01T16:05:30Z,2024-09-01 23:41:27.836757+00:00,27357.836757,Rust,13.0,601,520,0.8652246256239601
meteor,meteor,44275,2012-01-19T01:58:17Z,398295790.836757,2239,0,2024-09-01T20:39:45Z,2024-09-01 23:41:27.836757+00:00,10902.836757,JavaScript,2.0,9074,8830,0.9731099845713026
architecture-samples,android,44268,2016-02-05T13:42:07Z,270554360.836757,224,0,2024-09-01T16:50:44Z,2024-09-01 23:41:27.836757+00:00,24643.836757,Kotlin,27.0,480,343,0.7145833333333333
x64dbg,x64dbg,44231,2015-04-11T20:48:23Z,296448784.836757,689,2,2024-09-01T23:32:00Z,2024-09-01 23:41:27.836757+00:00,567.836757,C++,3.0,2470,1880,0.7611336032388664
jest,jestjs,44018,2013-12-10T00:18:04Z,338599403.836757,5548,202,2024-09-01T22:22:23Z,2024-09-01 23:41:27.836757+00:00,4744.836757,TypeScript,0.0,7875,7588,0.9635555555555556
starship,starship,43998,2019-04-02T03:23:12Z,171058695.836757,2680,130,2024-09-01T23:41:56Z,2024-09-01 23:41:27.836757+00:00,-28.163243,Rust,13.0,2239,1651,0.7373827601607861
gitea,go-gitea,43915,2016-11-01T02:13:26Z,247267681.836757,16100,194,2024-09-01T21:19:47Z,2024-09-01 23:41:27.836757+00:00,8500.836757,Go,8.0,13446,10977,0.8163766175814369
AdminLTE,ColorlibHQ,43879,2013-12-25T02:52:40Z,337294127.836757,1514,74,2024-09-01T23:31:00Z,2024-09-01 23:41:27.836757+00:00,627.836757,Astro,31.0,2838,2717,0.9573643410852714
dify,langgenius,43743,2023-04-12T07:40:24Z,43948863.836757,3176,87,2024-09-01T23:18:21Z,2024-09-01 23:41:27.836757+00:00,1386.836757,TypeScript,0.0,3448,3211,0.9312645011600929
pixijs,pixijs,43438,2013-01-21T22:40:50Z,366426037.836757,3432,265,2024-09-01T21:05:41Z,2024-09-01 23:41:27.836757+00:00,9346.836757,TypeScript,0.0,5667,5335,0.9414152108699488
appwrite,appwrite,43419,2019-04-08T16:36:25Z,170492702.836757,2984,100,2024-09-01T22:52:31Z,2024-09-01 23:41:27.836757+00:00,2936.836757,TypeScript,0.0,3594,2995,0.8333333333333334
MetaGPT,geekan,43397,2023-06-30T09:04:55Z,37118192.836757,592,21,2024-09-01T23:14:49Z,2024-09-01 23:41:27.836757+00:00,1598.836757,Python,1.0,624,321,0.5144230769230769
parcel,parcel-bundler,43362,2017-08-07T16:36:47Z,223110280.836757,2550,35,2024-09-01T23:30:29Z,2024-09-01 23:41:27.836757+00:00,658.836757,JavaScript,2.0,5340,4752,0.8898876404494382
TensorFlow-Examples,aymericdamien,43341,2015-11-11T14:21:19Z,277982408.836757,88,0,2024-09-01T23:24:50Z,2024-09-01 23:41:27.836757+00:00,997.836757,Jupyter Notebook,15.0,233,69,0.296137339055794
immich,immich-app,43276,2022-02-03T15:56:27Z,81330300.836757,4441,201,2024-09-01T23:06:39Z,2024-09-01 23:41:27.836757+00:00,2088.836757,TypeScript,0.0,3564,3121,0.8757014590347924
Docker-OSX,sickcodes,43272,2020-06-04T11:01:37Z,133965590.836757,101,0,2024-09-01T23:42:41Z,2024-09-01 23:41:27.836757+00:00,-73.163243,Shell,5.0,614,265,0.43159609120521175
build-web-application-with-golang,astaxie,43191,2012-08-02T11:49:35Z,381325912.836757,757,0,2024-09-01T21:58:32Z,2024-09-01 23:41:27.836757+00:00,6175.836757,Go,8.0,302,182,0.6026490066225165
hyper,vercel,43165,2016-07-01T06:01:21Z,257881206.836757,3291,88,2024-09-01T21:52:58Z,2024-09-01 23:41:27.836757+00:00,6509.836757,TypeScript,0.0,3765,2861,0.7598937583001328
pandas,pandas-dev,43139,2010-08-24T01:37:33Z,442620234.836757,25840,108,2024-09-01T20:39:20Z,2024-09-01 23:41:27.836757+00:00,10927.836757,Python,1.0,26760,23246,0.8686846038863976
babel,babel,43137,2014-09-28T13:38:23Z,313322584.836757,5861,409,2024-09-01T09:26:38Z,2024-09-01 23:41:27.836757+00:00,51289.836757,TypeScript,0.0,8834,8199,0.9281186325560336
quill,slab,42959,2012-07-30T23:23:18Z,381543489.836757,376,94,2024-09-01T21:58:53Z,2024-09-01 23:41:27.836757+00:00,6154.836757,TypeScript,0.0,3578,3241,0.9058133035215205
retrofit,square,42944,2010-09-06T21:39:43Z,441424904.836757,995,2,2024-09-01T19:38:21Z,2024-09-01 23:41:27.836757+00:00,14586.836757,HTML,10.0,2714,2592,0.9550478997789241
zx,google,42771,2021-05-05T05:50:01Z,105040286.836757,223,67,2024-09-01T23:17:32Z,2024-09-01 23:41:27.836757+00:00,1435.836757,JavaScript,2.0,408,398,0.9754901960784313
huginn,huginn,42686,2013-03-10T06:00:31Z,362338856.836757,1011,1,2024-09-01T19:43:00Z,2024-09-01 23:41:27.836757+00:00,14307.836757,Ruby,26.0,2134,1544,0.7235238987816307
PythonDataScienceHandbook,jakevdp,42647,2016-08-10T14:24:36Z,254395011.836757,28,0,2024-09-01T22:39:14Z,2024-09-01 23:41:27.836757+00:00,3733.836757,Jupyter Notebook,15.0,192,76,0.3958333333333333
ImHex,WerWolv,42567,2020-11-10T14:27:00Z,120215667.836757,512,71,2024-09-01T23:32:42Z,2024-09-01 23:41:27.836757+00:00,525.836757,C++,3.0,1146,861,0.7513089005235603
30-Days-Of-JavaScript,Asabeneh,42524,2019-12-23T14:07:40Z,148124027.836757,98,0,2024-09-01T20:08:29Z,2024-09-01 23:41:27.836757+00:00,12778.836757,JavaScript,2.0,157,59,0.37579617834394907
CppCoreGuidelines,isocpp,42370,2015-08-19T20:22:52Z,285218315.836757,804,4,2024-09-01T22:33:42Z,2024-09-01 23:41:27.836757+00:00,4065.836757,CSS,18.0,1167,925,0.792630676949443
type-challenges,type-challenges,42302,2020-07-23T14:33:11Z,129719296.836757,557,0,2024-09-01T20:23:24Z,2024-09-01 23:41:27.836757+00:00,11883.836757,TypeScript,0.0,33726,3587,0.10635711320642828
PaddleOCR,PaddlePaddle,42231,2020-05-08T10:38:16Z,136299791.836757,2444,14,2024-09-01T22:24:56Z,2024-09-01 23:41:27.836757+00:00,4591.836757,Python,1.0,9230,9111,0.9871072589382448
frontend-dev-bookmarks,dypsilon,42062,2013-06-22T13:23:55Z,353326652.836757,129,1,2024-09-01T22:45:56Z,2024-09-01 23:41:27.836757+00:00,3331.836757,,,105,82,0.780952380952381
terraform,hashicorp,42060,2014-03-13T22:25:48Z,330484539.836757,11717,321,2024-09-01T23:05:28Z,2024-09-01 23:41:27.836757+00:00,2159.836757,Go,8.0,20939,19157,0.9148956492669182
json,nlohmann,42057,2013-07-04T08:47:49Z,352306418.836757,710,44,2024-09-01T20:31:21Z,2024-09-01 23:41:27.836757+00:00,11406.836757,C++,3.0,2230,2141,0.9600896860986547
open-source-ios-apps,dkhamsing,41915,2015-01-26T23:32:34Z,302918933.836757,1158,37,2024-09-01T22:15:00Z,2024-09-01 23:41:27.836757+00:00,5187.836757,,,285,285,1.0
awesome-react-components,brillout,41839,2016-06-24T15:19:33Z,258452514.836757,324,0,2024-09-01T21:58:52Z,2024-09-01 23:41:27.836757+00:00,6155.836757,,,49,44,0.8979591836734694
git-flight-rules,k88hudson,41705,2014-07-22T20:35:09Z,319172778.836757,224,0,2024-09-01T22:37:15Z,2024-09-01 23:41:27.836757+00:00,3852.836757,,,73,55,0.7534246575342466
discourse,discourse,41629,2013-01-12T00:25:55Z,367283732.836757,24946,0,2024-09-01T23:37:36Z,2024-09-01 23:41:27.836757+00:00,231.836757,Ruby,26.0,0,0,
query,TanStack,41518,2019-09-10T19:23:58Z,157090649.836757,2247,923,2024-09-01T23:21:47Z,2024-09-01 23:41:27.836757+00:00,1180.836757,TypeScript,0.0,1867,1821,0.9753615425816818
alist,alist-org,41517,2020-12-23T17:40:29Z,116488858.836757,653,113,2024-09-01T23:32:36Z,2024-09-01 23:41:27.836757+00:00,531.836757,Go,8.0,3494,3344,0.9570692615912993
grpc,grpc,41499,2014-12-08T18:58:53Z,307168954.836757,19441,324,2024-09-01T21:22:54Z,2024-09-01 23:41:27.836757+00:00,8313.836757,C++,3.0,11394,10780,0.9461119887660172
react-use,streamich,41438,2018-10-27T10:16:05Z,184598722.836757,1519,255,2024-09-01T20:40:09Z,2024-09-01 23:41:27.836757+00:00,10878.836757,TypeScript,0.0,572,244,0.42657342657342656
yarn,yarnpkg,41391,2016-01-19T17:39:16Z,272008931.836757,1654,152,2024-09-01T21:19:47Z,2024-09-01 23:41:27.836757+00:00,8500.836757,JavaScript,2.0,6584,4719,0.7167375455650061
localsend,localsend,41365,2022-12-16T00:46:07Z,54082520.836757,489,21,2024-09-01T23:15:25Z,2024-09-01 23:41:27.836757+00:00,1562.836757,Dart,6.0,899,483,0.5372636262513905
front-end-interview-handbook,yangshun,41287,2018-01-13T19:40:08Z,209361679.836757,301,0,2024-09-01T22:18:03Z,2024-09-01 23:41:27.836757+00:00,5004.836757,MDX,24.0,99,87,0.8787878787878788
pm2,Unitech,41276,2013-05-21T03:25:25Z,356127362.836757,546,124,2024-09-01T18:29:33Z,2024-09-01 23:41:27.836757+00:00,18714.836757,JavaScript,2.0,4976,4062,0.8163183279742765
awesome-java,akullpp,41192,2014-07-09T10:12:43Z,320333324.836757,680,0,2024-09-01T23:31:17Z,2024-09-01 23:41:27.836757+00:00,610.836757,,,130,129,0.9923076923076923
Alamofire,Alamofire,40941,2014-07-31T05:56:19Z,318447908.836757,634,99,2024-09-01T19:03:57Z,2024-09-01 23:41:27.836757+00:00,16650.836757,Swift,29.0,2756,2717,0.9858490566037735
react-hook-form,react-hook-form,40939,2019-03-05T23:47:10Z,173404457.836757,1941,553,2024-09-01T22:44:50Z,2024-09-01 23:41:27.836757+00:00,3397.836757,TypeScript,0.0,4480,4467,0.9970982142857143
open-source-mac-os-apps,serhii-londar,40933,2017-11-03T02:35:33Z,215557554.836757,522,0,2024-09-01T17:54:55Z,2024-09-01 23:41:27.836757+00:00,20792.836757,,,201,154,0.7661691542288557
vue2-elm,bailicangdu,40898,2016-12-23T01:49:20Z,242776327.836757,21,0,2024-08-31T22:35:20Z,2024-09-01 23:41:27.836757+00:00,90367.836757,Vue,16.0,627,512,0.8165869218500797
Leaflet,Leaflet,40884,2010-09-22T16:57:44Z,440059423.836757,2986,31,2024-09-01T20:37:01Z,2024-09-01 23:41:27.836757+00:00,11066.836757,JavaScript,2.0,5173,4768,0.921708872994394
jadx,skylot,40760,2013-03-18T17:08:21Z,361607586.836757,483,29,2024-09-01T22:17:58Z,2024-09-01 23:41:27.836757+00:00,5009.836757,Java,7.0,1689,1298,0.76850207223209
30-Days-Of-Python,Asabeneh,40737,2019-11-19T17:24:16Z,151049831.836757,55,0,2024-09-01T21:56:43Z,2024-09-01 23:41:27.836757+00:00,6284.836757,Python,1.0,140,74,0.5285714285714286
brew,Homebrew,40677,2016-03-06T05:08:38Z,267993169.836757,11312,383,2024-09-01T21:56:30Z,2024-09-01 23:41:27.836757+00:00,6297.836757,Ruby,26.0,4470,4427,0.9903803131991051
edex-ui,GitSquared,40478,2017-01-28T09:35:02Z,239637985.836757,399,29,2024-09-01T21:38:59Z,2024-09-01 23:41:27.836757+00:00,7348.836757,JavaScript,2.0,559,553,0.9892665474060823
drawio,jgraph,40461,2016-09-06T12:59:15Z,252067332.836757,36,838,2024-09-01T19:47:55Z,2024-09-01 23:41:27.836757+00:00,14012.836757,JavaScript,2.0,3660,3392,0.926775956284153
kubernetes-the-hard-way,kelseyhightower,40366,2016-07-07T14:15:27Z,257333160.836757,70,0,2024-09-01T22:24:07Z,2024-09-01 23:41:27.836757+00:00,4640.836757,,,406,297,0.7315270935960592
styled-components,styled-components,40354,2016-08-16T06:41:32Z,253904395.836757,949,170,2024-09-01T23:22:51Z,2024-09-01 23:41:27.836757+00:00,1116.836757,TypeScript,0.0,2893,2634,0.9104735568613895
ChatGLM-6B,THUDM,40330,2023-03-13T12:00:18Z,46525269.836757,49,0,2024-09-01T17:40:13Z,2024-09-01 23:41:27.836757+00:00,21674.836757,Python,1.0,1292,746,0.5773993808049536
dubbo,apache,40324,2012-06-19T07:56:02Z,385141525.836757,5288,102,2024-09-01T20:30:25Z,2024-09-01 23:41:27.836757+00:00,11462.836757,Java,7.0,6976,6218,0.8913417431192661
nw.js,nwjs,40281,2012-01-04T06:21:10Z,399576017.836757,575,0,2024-09-01T21:17:32Z,2024-09-01 23:41:27.836757+00:00,8635.836757,JavaScript,2.0,7323,6411,0.8754608766898812
python-patterns,faif,40132,2012-06-06T21:02:35Z,386217532.836757,264,0,2024-09-01T22:22:34Z,2024-09-01 23:41:27.836757+00:00,4733.836757,Python,1.0,87,76,0.8735632183908046
Rocket.Chat,RocketChat,39907,2015-05-19T07:36:09Z,293213118.836757,12567,943,2024-09-01T21:59:40Z,2024-09-01 23:41:27.836757+00:00,6107.836757,TypeScript,0.0,15909,13397,0.8421019548683135
JeecgBoot,jeecgboot,39897,2018-11-26T10:40:00Z,182005287.836757,74,46,2024-09-01T17:10:15Z,2024-09-01 23:41:27.836757+00:00,23472.836757,Java,7.0,6181,6138,0.9930431968937066
uni-app,dcloudio,39856,2018-07-12T08:52:39Z,193848528.836757,310,0,2024-09-01T20:12:58Z,2024-09-01 23:41:27.836757+00:00,12509.836757,JavaScript,2.0,4529,3511,0.7752263192757783
what-happens-when,alex,39766,2013-11-07T04:30:06Z,341435481.836757,108,0,2024-09-01T21:32:47Z,2024-09-01 23:41:27.836757+00:00,7720.836757,,,288,51,0.17708333333333334
Fooocus,lllyasviel,39760,2023-08-09T18:43:40Z,33627467.836757,448,21,2024-09-01T23:08:00Z,2024-09-01 23:41:27.836757+00:00,2007.836757,Python,1.0,1489,1326,0.890530557421088
monaco-editor,microsoft,39690,2016-06-07T16:56:31Z,259915496.836757,449,88,2024-09-01T22:22:30Z,2024-09-01 23:41:27.836757+00:00,4737.836757,JavaScript,2.0,3634,3101,0.8533296642817831
vuetify,vuetifyjs,39600,2016-09-12T00:39:35Z,251593312.836757,3948,565,2024-09-01T18:07:09Z,2024-09-01 23:41:27.836757+00:00,20058.836757,TypeScript,0.0,14119,13438,0.9517671223174445
AFFiNE,toeverything,39554,2022-07-31T18:45:21Z,65940966.836757,4644,352,2024-09-01T23:35:50Z,2024-09-01 23:41:27.836757+00:00,337.836757,TypeScript,0.0,2121,1962,0.925035360678925
Stirling-PDF,Stirling-Tools,39508,2023-01-27T18:22:42Z,50390325.836757,788,84,2024-09-01T22:26:18Z,2024-09-01 23:41:27.836757+00:00,4509.836757,Java,7.0,732,573,0.7827868852459017
swiper,nolimits4web,39480,2012-03-14T19:11:45Z,393481782.836757,577,74,2024-09-01T14:22:13Z,2024-09-01 23:41:27.836757+00:00,33554.836757,JavaScript,2.0,5548,5423,0.9774693583273252
awesome-cheatsheets,LeCoupa,39376,2017-11-09T02:47:15Z,215038452.836757,169,0,2024-09-01T23:30:56Z,2024-09-01 23:41:27.836757+00:00,631.836757,JavaScript,2.0,86,55,0.6395348837209303
text-generation-webui,oobabooga,39286,2022-12-21T04:17:37Z,53637830.836757,1005,50,2024-09-01T20:34:34Z,2024-09-01 23:41:27.836757+00:00,11213.836757,Python,1.0,3590,3377,0.9406685236768803
spark,apache,39220,2014-02-25T08:00:08Z,331918879.836757,7,0,2024-09-01T17:33:52Z,2024-09-01 23:41:27.836757+00:00,22055.836757,Scala,22.0,0,0,
lx-music-desktop,lyswhut,39192,2019-08-14T14:31:08Z,159441019.836757,35,108,2024-09-01T23:34:43Z,2024-09-01 23:41:27.836757+00:00,404.836757,TypeScript,0.0,1805,1136,0.6293628808864266
hexo,hexojs,39137,2012-09-23T15:17:08Z,376820659.836757,912,114,2024-09-01T17:59:30Z,2024-09-01 23:41:27.836757+00:00,20517.836757,TypeScript,0.0,3939,3863,0.9807057628839807
dbeaver,dbeaver,39073,2015-10-21T08:26:28Z,279818099.836757,4974,207,2024-09-01T21:17:42Z,2024-09-01 23:41:27.836757+00:00,8625.836757,Java,7.0,17358,14919,0.8594884203249222
fastlane,fastlane,38995,2014-12-02T17:00:38Z,307694449.836757,6177,543,2024-09-01T23:06:11Z,2024-09-01 23:41:27.836757+00:00,2116.836757,Ruby,26.0,12949,12421,0.9592246505521662
ailearning,apachecn,38995,2017-02-25T08:53:02Z,237221305.836757,477,2,2024-09-01T22:11:59Z,2024-09-01 23:41:27.836757+00:00,5368.836757,Python,1.0,112,110,0.9821428571428571
materialize,Dogfalo,38863,2014-09-12T19:35:38Z,314683549.836757,449,41,2024-09-01T13:14:27Z,2024-09-01 23:41:27.836757+00:00,37620.836757,JavaScript,2.0,5221,4598,0.8806742003447615
awesome-design-patterns,DovAmir,38842,2018-06-04T17:47:48Z,197099619.836757,30,0,2024-09-01T22:02:50Z,2024-09-01 23:41:27.836757+00:00,5917.836757,,,13,5,0.38461538461538464
reactjs-interview-questions,sudheerj,38813,2018-05-31T17:17:01Z,197447066.836757,155,0,2024-09-01T22:55:38Z,2024-09-01 23:41:27.836757+00:00,2749.836757,JavaScript,2.0,104,99,0.9519230769230769
